tahun;nama_provinsi;nama_kabupaten/kota;nama_kecamatan;nama_kelurahan;usia;jenis_kelamin;jumlah
2016;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;GUNUNG;15 s.d 64;Perempuan;21
2016;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;KRAMAT PELA;15 s.d 64;Perempuan;34
2016;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;SELONG;15 s.d 64;Perempuan;11
2016;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;RAWA BARAT;15 s.d 64;Perempuan;17
2016;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;SENAYAN;15 s.d 64;Perempuan;5
2016;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;PULO;15 s.d 64;Perempuan;7
2016;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;PETOGOGAN;15 s.d 64;Perempuan;25
2016;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;GANDARIA UTARA;15 s.d 64;Perempuan;33
2016;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;CIPETE UTARA;15 s.d 64;Perempuan;99
2016;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PANCORAN;PANCORAN;15 s.d 64;Perempuan;55
2016;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PANCORAN;KALIBATA;15 s.d 64;Perempuan;33
2016;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PANCORAN;RAWA JATI;15 s.d 64;Perempuan;39
2016;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PANCORAN;DUREN TIGA;15 s.d 64;Perempuan;44
2016;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PANCORAN;PENGADEGAN;15 s.d 64;Perempuan;76
2016;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PANCORAN;CIKOKO;15 s.d 64;Perempuan;15
2016;PROVINSI DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;JAGAKARSA;15 s.d 64;Perempuan;33
2016;PROVINSI DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;SRENGSENG SAWAH;15 s.d 64;Perempuan;194
2016;PROVINSI DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;CIGANJUR;15 s.d 64;Perempuan;60
2016;PROVINSI DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;LENTENG AGUNG;15 s.d 64;Perempuan;114
2016;PROVINSI DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;TANJUNG BARAT;15 s.d 64;Perempuan;84
2016;PROVINSI DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;CIPEDAK;15 s.d 64;Perempuan;61
2016;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PESANGGRAHAN;PESANGGRAHAN;15 s.d 64;Perempuan;47
2016;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PESANGGRAHAN;BINTARO;15 s.d 64;Perempuan;61
2016;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PESANGGRAHAN;PETUKANGAN UTARA;15 s.d 64;Perempuan;84
2016;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PESANGGRAHAN;PETUKANGAN SELATAN;15 s.d 64;Perempuan;45
2016;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PESANGGRAHAN;ULUJAMI;15 s.d 64;Perempuan;18
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;PISANGAN BARU;15 s.d 64;Perempuan;210
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;UTAN KAYU UTARA;15 s.d 64;Perempuan;36
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;KAYU MANIS;15 s.d 64;Perempuan;217
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;PAL MERIAM;15 s.d 64;Perempuan;60
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;KEBON MANGGIS;15 s.d 64;Perempuan;66
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;UTAN KAYU SELATAN;15 s.d 64;Perempuan;162
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;PULO GADUNG;15 s.d 64;Perempuan;51
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;PISANGAN TIMUR;15 s.d 64;Perempuan;143
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;CIPINANG;15 s.d 64;Perempuan;130
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;JATINEGARA KAUM;15 s.d 64;Perempuan;76
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;RAWAMANGUN;15 s.d 64;Perempuan;90
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;KAYU PUTIH;15 s.d 64;Perempuan;112
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;JATI;15 s.d 64;Perempuan;58
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;15 s.d 64;Perempuan;138
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;BIDARA CINA;15 s.d 64;Perempuan;120
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;BALI MESTER;15 s.d 64;Perempuan;21
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;RAWA BUNGA;15 s.d 64;Perempuan;98
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;CIPINANG CEMPEDAK;15 s.d 64;Perempuan;159
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;CIPINANG MUARA;15 s.d 64;Perempuan;138
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;CIPINANG BESAR SELATAN;15 s.d 64;Perempuan;67
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;CIPINANG BESAR UTARA;15 s.d 64;Perempuan;170
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;KRAMAT JATI;15 s.d 64;Perempuan;101
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;KAMPUNG TENGAH;15 s.d 64;Perempuan;35
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;DUKUH;15 s.d 64;Perempuan;68
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;BATU AMPAR;15 s.d 64;Perempuan;58
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;BALE KAMBANG;15 s.d 64;Perempuan;53
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;CILILITAN;15 s.d 64;Perempuan;138
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;CAWANG;15 s.d 64;Perempuan;161
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PASAR REBO;GEDONG;15 s.d 64;Perempuan;73
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PASAR REBO;BARU;15 s.d 64;Perempuan;63
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PASAR REBO;CIJANTUNG;15 s.d 64;Perempuan;132
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PASAR REBO;KALISARI;15 s.d 64;Perempuan;114
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PASAR REBO;PEKAYON;15 s.d 64;Perempuan;88
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CAKUNG;JATINEGARA;15 s.d 64;Perempuan;61
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CAKUNG;RAWA TERATE;15 s.d 64;Perempuan;198
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CAKUNG;PENGGILINGAN;15 s.d 64;Perempuan;184
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CAKUNG;CAKUNG TIMUR;15 s.d 64;Perempuan;145
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CAKUNG;PULO GEBANG;15 s.d 64;Perempuan;93
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CAKUNG;UJUNG MENTENG;15 s.d 64;Perempuan;75
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CAKUNG;CAKUNG BARAT;15 s.d 64;Perempuan;379
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;DUREN SAWIT;15 s.d 64;Perempuan;243
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;PONDOK BAMBU;15 s.d 64;Perempuan;121
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;KLENDER;15 s.d 64;Perempuan;146
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;PONDOK KELAPA;15 s.d 64;Perempuan;94
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;MALAKA SARI;15 s.d 64;Perempuan;82
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;MALAKA JAYA;15 s.d 64;Perempuan;100
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;PONDOK KOPI;15 s.d 64;Perempuan;106
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MAKASAR;MAKASAR;15 s.d 64;Perempuan;139
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MAKASAR;PINANG RANTI;15 s.d 64;Perempuan;28
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MAKASAR;KEBON PALA;15 s.d 64;Perempuan;142
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MAKASAR;HALIM PERDANA KUSUMAH;15 s.d 64;Perempuan;76
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;15 s.d 64;Perempuan;85
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIRACAS;CIRACAS;15 s.d 64;Perempuan;184
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIRACAS;CIBUBUR;15 s.d 64;Perempuan;189
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIRACAS;KELAPA DUA WETAN;15 s.d 64;Perempuan;135
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIRACAS;SUSUKAN;15 s.d 64;Perempuan;82
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIRACAS;RAMBUTAN;15 s.d 64;Perempuan;113
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;CIPAYUNG;15 s.d 64;Perempuan;611
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;CILANGKAP;15 s.d 64;Perempuan;26
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;PONDOK RANGGON;15 s.d 64;Perempuan;73
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;MUNJUL;15 s.d 64;Perempuan;101
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;SETU;15 s.d 64;Perempuan;20
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;BAMBU APUS;15 s.d 64;Perempuan;27
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;LUBANG BUAYA;15 s.d 64;Perempuan;65
2016;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;CEGER;15 s.d 64;Perempuan;101
